,name,rating,reviews,Company_type,Head_quater,highly_rated,critically_rated
976,Reliance Retail,3.9,(27.8k),Retail, Mumbai ,"Job Security, Skill Development, Work Life Balance","Job Security, Skill Development, Work Life Balance"
977,iEnergizer,4.6,(27.6k),BPO, Noida ,"Company Culture, Work Life Balance, Work Satisfaction","Company Culture, Work Life Balance, Work Satisfaction"
978,LTM Limited,3.6,(27.2k),IT, Bengaluru ,"Promotions, Salary, Work Satisfaction","Promotions, Salary, Work Satisfaction"
979,HDB Financial Services,3.9,(26.3k),NBFC, Mumbai ,"Promotions, Salary","Promotions, Salary"
980,TCS,3.3,(1.2L),IT, Bengaluru ,Job Security,Job Security
981,Accenture,3.7,(75.4k),IT, Bengaluru ,"Promotions, Salary, Work Satisfaction","Promotions, Salary, Work Satisfaction"
982,Wipro,3.6,(66.5k),IT, Hyderabad ,"Promotions, Salary, Work Satisfaction","Promotions, Salary, Work Satisfaction"
983,Cognizant,3.7,(62.8k),IT, Hyderabad ,"Promotions, Salary, Work Satisfaction","Promotions, Salary, Work Satisfaction"
984,Capgemini,3.6,(54.9k),IT, Bengaluru ,"Work Life Balance, Job Security","Work Life Balance, Job Security"
985,HDFC Bank,3.8,(54k),Banking, Mumbai ,Job Security,Job Security
986,Infosys,3.5,(50k),IT, Bengaluru ,Job Security,Job Security
987,HCLTech,3.4,(47.1k),IT, Chennai ,"Promotions, Salary, Work Satisfaction","Promotions, Salary, Work Satisfaction"
988,ICICI Bank,3.9,(46.8k),Banking, Mumbai ,"Job Security, Promotions, Skill Development","Job Security, Promotions, Skill Development"
989,Tech Mahindra,3.3,(44.4k),IT, Hyderabad ,"Promotions, Salary, Work Satisfaction","Promotions, Salary, Work Satisfaction"
990,Genpact,3.6,(43.5k),Analytics, Hyderabad ,Job Security,Job Security
991,TP,3.9,(39.8k),BPO, Mumbai ,"Work Life Balance, Job Security, Skill Development","Work Life Balance, Job Security, Skill Development"
992,Axis Bank,3.6,(34.2k),Banking, Mumbai ,"Promotions, Work Satisfaction, Company Culture","Promotions, Work Satisfaction, Company Culture"
993,Jio,4.4,(34.1k),Telecom, Mumbai ,"Job Security, Company Culture, Work Life Balance","Job Security, Company Culture, Work Life Balance"
994,Concentrix Corporation,3.5,(33k),BPO, Bengaluru ,Job Security,Job Security
995,Amazon,3.9,(32.5k),Internet, Bengaluru ,"Company Culture, Work Life Balance, Salary","Company Culture, Work Life Balance, Salary"
996,Reliance Retail,3.9,(27.8k),Retail, Mumbai ,"Job Security, Skill Development, Work Life Balance","Job Security, Skill Development, Work Life Balance"
997,iEnergizer,4.6,(27.6k),BPO, Noida ,"Company Culture, Work Life Balance, Work Satisfaction","Company Culture, Work Life Balance, Work Satisfaction"
998,LTM Limited,3.6,(27.2k),IT, Bengaluru ,"Promotions, Salary, Work Satisfaction","Promotions, Salary, Work Satisfaction"
999,HDB Financial Services,3.9,(26.3k),NBFC, Mumbai ,"Promotions, Salary","Promotions, Salary"
1000,TCS,3.3,(1.2L),IT, Bengaluru ,Job Security,Job Security
1001,Accenture,3.7,(75.4k),IT, Bengaluru ,"Promotions, Salary, Work Satisfaction","Promotions, Salary, Work Satisfaction"
1002,Wipro,3.6,(66.5k),IT, Hyderabad ,"Promotions, Salary, Work Satisfaction","Promotions, Salary, Work Satisfaction"
1003,Cognizant,3.7,(62.8k),IT, Hyderabad ,"Promotions, Salary, Work Satisfaction","Promotions, Salary, Work Satisfaction"
1004,Capgemini,3.6,(54.9k),IT, Bengaluru ,"Work Life Balance, Job Security","Work Life Balance, Job Security"
1005,HDFC Bank,3.8,(54k),Banking, Mumbai ,Job Security,Job Security
1006,Infosys,3.5,(50k),IT, Bengaluru ,Job Security,Job Security
1007,HCLTech,3.4,(47.1k),IT, Chennai ,"Promotions, Salary, Work Satisfaction","Promotions, Salary, Work Satisfaction"
1008,ICICI Bank,3.9,(46.8k),Banking, Mumbai ,"Job Security, Promotions, Skill Development","Job Security, Promotions, Skill Development"
1009,Tech Mahindra,3.3,(44.4k),IT, Hyderabad ,"Promotions, Salary, Work Satisfaction","Promotions, Salary, Work Satisfaction"
1010,Genpact,3.6,(43.5k),Analytics, Hyderabad ,Job Security,Job Security
1011,TP,3.9,(39.8k),BPO, Mumbai ,"Work Life Balance, Job Security, Skill Development","Work Life Balance, Job Security, Skill Development"
1012,Axis Bank,3.6,(34.2k),Banking, Mumbai ,"Promotions, Work Satisfaction, Company Culture","Promotions, Work Satisfaction, Company Culture"
1013,Jio,4.4,(34.1k),Telecom, Mumbai ,"Job Security, Company Culture, Work Life Balance","Job Security, Company Culture, Work Life Balance"
1014,Concentrix Corporation,3.5,(33k),BPO, Bengaluru ,Job Security,Job Security
1015,Amazon,3.9,(32.5k),Internet, Bengaluru ,"Company Culture, Work Life Balance, Salary","Company Culture, Work Life Balance, Salary"
1016,Reliance Retail,3.9,(27.8k),Retail, Mumbai ,"Job Security, Skill Development, Work Life Balance","Job Security, Skill Development, Work Life Balance"
1017,iEnergizer,4.6,(27.6k),BPO, Noida ,"Company Culture, Work Life Balance, Work Satisfaction","Company Culture, Work Life Balance, Work Satisfaction"
1018,LTM Limited,3.6,(27.2k),IT, Bengaluru ,"Promotions, Salary, Work Satisfaction","Promotions, Salary, Work Satisfaction"
1019,HDB Financial Services,3.9,(26.3k),NBFC, Mumbai ,"Promotions, Salary","Promotions, Salary"
1020,TCS,3.3,(1.2L),IT, Bengaluru ,Job Security,Job Security
1021,Accenture,3.7,(75.4k),IT, Bengaluru ,"Promotions, Salary, Work Satisfaction","Promotions, Salary, Work Satisfaction"
1022,Wipro,3.6,(66.5k),IT, Hyderabad ,"Promotions, Salary, Work Satisfaction","Promotions, Salary, Work Satisfaction"
1023,Cognizant,3.7,(62.8k),IT, Hyderabad ,"Promotions, Salary, Work Satisfaction","Promotions, Salary, Work Satisfaction"
1024,Capgemini,3.6,(54.9k),IT, Bengaluru ,"Work Life Balance, Job Security","Work Life Balance, Job Security"
1025,HDFC Bank,3.8,(54k),Banking, Mumbai ,Job Security,Job Security
1026,Infosys,3.5,(50k),IT, Bengaluru ,Job Security,Job Security
1027,HCLTech,3.4,(47.1k),IT, Chennai ,"Promotions, Salary, Work Satisfaction","Promotions, Salary, Work Satisfaction"
1028,ICICI Bank,3.9,(46.8k),Banking, Mumbai ,"Job Security, Promotions, Skill Development","Job Security, Promotions, Skill Development"
1029,Tech Mahindra,3.3,(44.4k),IT, Hyderabad ,"Promotions, Salary, Work Satisfaction","Promotions, Salary, Work Satisfaction"
1030,Genpact,3.6,(43.5k),Analytics, Hyderabad ,Job Security,Job Security
1031,TP,3.9,(39.8k),BPO, Mumbai ,"Work Life Balance, Job Security, Skill Development","Work Life Balance, Job Security, Skill Development"
1032,Axis Bank,3.6,(34.2k),Banking, Mumbai ,"Promotions, Work Satisfaction, Company Culture","Promotions, Work Satisfaction, Company Culture"
1033,Jio,4.4,(34.1k),Telecom, Mumbai ,"Job Security, Company Culture, Work Life Balance","Job Security, Company Culture, Work Life Balance"
1034,Concentrix Corporation,3.5,(33k),BPO, Bengaluru ,Job Security,Job Security
1035,Amazon,3.9,(32.5k),Internet, Bengaluru ,"Company Culture, Work Life Balance, Salary","Company Culture, Work Life Balance, Salary"
1036,Reliance Retail,3.9,(27.8k),Retail, Mumbai ,"Job Security, Skill Development, Work Life Balance","Job Security, Skill Development, Work Life Balance"
1037,iEnergizer,4.6,(27.6k),BPO, Noida ,"Company Culture, Work Life Balance, Work Satisfaction","Company Culture, Work Life Balance, Work Satisfaction"
1038,LTM Limited,3.6,(27.2k),IT, Bengaluru ,"Promotions, Salary, Work Satisfaction","Promotions, Salary, Work Satisfaction"
1039,HDB Financial Services,3.9,(26.3k),NBFC, Mumbai ,"Promotions, Salary","Promotions, Salary"
1040,TCS,3.3,(1.2L),IT, Bengaluru ,Job Security,Job Security
1041,Accenture,3.7,(75.4k),IT, Bengaluru ,"Promotions, Salary, Work Satisfaction","Promotions, Salary, Work Satisfaction"
1042,Wipro,3.6,(66.5k),IT, Hyderabad ,"Promotions, Salary, Work Satisfaction","Promotions, Salary, Work Satisfaction"
1043,Cognizant,3.7,(62.8k),IT, Hyderabad ,"Promotions, Salary, Work Satisfaction","Promotions, Salary, Work Satisfaction"
1044,Capgemini,3.6,(54.9k),IT, Bengaluru ,"Work Life Balance, Job Security","Work Life Balance, Job Security"
1045,HDFC Bank,3.8,(54k),Banking, Mumbai ,Job Security,Job Security
1046,Infosys,3.5,(50k),IT, Bengaluru ,Job Security,Job Security
1047,HCLTech,3.4,(47.1k),IT, Chennai ,"Promotions, Salary, Work Satisfaction","Promotions, Salary, Work Satisfaction"
1048,ICICI Bank,3.9,(46.8k),Banking, Mumbai ,"Job Security, Promotions, Skill Development","Job Security, Promotions, Skill Development"
1049,Tech Mahindra,3.3,(44.4k),IT, Hyderabad ,"Promotions, Salary, Work Satisfaction","Promotions, Salary, Work Satisfaction"
1050,Genpact,3.6,(43.5k),Analytics, Hyderabad ,Job Security,Job Security
1051,TP,3.9,(39.8k),BPO, Mumbai ,"Work Life Balance, Job Security, Skill Development","Work Life Balance, Job Security, Skill Development"
1052,Axis Bank,3.6,(34.2k),Banking, Mumbai ,"Promotions, Work Satisfaction, Company Culture","Promotions, Work Satisfaction, Company Culture"
1053,Jio,4.4,(34.1k),Telecom, Mumbai ,"Job Security, Company Culture, Work Life Balance","Job Security, Company Culture, Work Life Balance"
1054,Concentrix Corporation,3.5,(33k),BPO, Bengaluru ,Job Security,Job Security
1055,Amazon,3.9,(32.5k),Internet, Bengaluru ,"Company Culture, Work Life Balance, Salary","Company Culture, Work Life Balance, Salary"
1056,Reliance Retail,3.9,(27.8k),Retail, Mumbai ,"Job Security, Skill Development, Work Life Balance","Job Security, Skill Development, Work Life Balance"
1057,iEnergizer,4.6,(27.6k),BPO, Noida ,"Company Culture, Work Life Balance, Work Satisfaction","Company Culture, Work Life Balance, Work Satisfaction"
1058,LTM Limited,3.6,(27.2k),IT, Bengaluru ,"Promotions, Salary, Work Satisfaction","Promotions, Salary, Work Satisfaction"
1059,HDB Financial Services,3.9,(26.3k),NBFC, Mumbai ,"Promotions, Salary","Promotions, Salary"
1060,TCS,3.3,(1.2L),IT, Bengaluru ,Job Security,Job Security
1061,Accenture,3.7,(75.4k),IT, Bengaluru ,"Promotions, Salary, Work Satisfaction","Promotions, Salary, Work Satisfaction"
1062,Wipro,3.6,(66.5k),IT, Hyderabad ,"Promotions, Salary, Work Satisfaction","Promotions, Salary, Work Satisfaction"
1063,Cognizant,3.7,(62.8k),IT, Hyderabad ,"Promotions, Salary, Work Satisfaction","Promotions, Salary, Work Satisfaction"
1064,Capgemini,3.6,(54.9k),IT, Bengaluru ,"Work Life Balance, Job Security","Work Life Balance, Job Security"
1065,HDFC Bank,3.8,(54k),Banking, Mumbai ,Job Security,Job Security
1066,Infosys,3.5,(50k),IT, Bengaluru ,Job Security,Job Security
1067,HCLTech,3.4,(47.1k),IT, Chennai ,"Promotions, Salary, Work Satisfaction","Promotions, Salary, Work Satisfaction"
1068,ICICI Bank,3.9,(46.8k),Banking, Mumbai ,"Job Security, Promotions, Skill Development","Job Security, Promotions, Skill Development"
1069,Tech Mahindra,3.3,(44.4k),IT, Hyderabad ,"Promotions, Salary, Work Satisfaction","Promotions, Salary, Work Satisfaction"
1070,Genpact,3.6,(43.5k),Analytics, Hyderabad ,Job Security,Job Security
1071,TP,3.9,(39.8k),BPO, Mumbai ,"Work Life Balance, Job Security, Skill Development","Work Life Balance, Job Security, Skill Development"
1072,Axis Bank,3.6,(34.2k),Banking, Mumbai ,"Promotions, Work Satisfaction, Company Culture","Promotions, Work Satisfaction, Company Culture"
1073,Jio,4.4,(34.1k),Telecom, Mumbai ,"Job Security, Company Culture, Work Life Balance","Job Security, Company Culture, Work Life Balance"
1074,Concentrix Corporation,3.5,(33k),BPO, Bengaluru ,Job Security,Job Security
1075,Amazon,3.9,(32.5k),Internet, Bengaluru ,"Company Culture, Work Life Balance, Salary","Company Culture, Work Life Balance, Salary"
1076,Reliance Retail,3.9,(27.8k),Retail, Mumbai ,"Job Security, Skill Development, Work Life Balance","Job Security, Skill Development, Work Life Balance"
1077,iEnergizer,4.6,(27.6k),BPO, Noida ,"Company Culture, Work Life Balance, Work Satisfaction","Company Culture, Work Life Balance, Work Satisfaction"
1078,LTM Limited,3.6,(27.2k),IT, Bengaluru ,"Promotions, Salary, Work Satisfaction","Promotions, Salary, Work Satisfaction"
1079,HDB Financial Services,3.9,(26.3k),NBFC, Mumbai ,"Promotions, Salary","Promotions, Salary"
1080,TCS,3.3,(1.2L),IT, Bengaluru ,Job Security,Job Security
1081,Accenture,3.7,(75.4k),IT, Bengaluru ,"Promotions, Salary, Work Satisfaction","Promotions, Salary, Work Satisfaction"
1082,Wipro,3.6,(66.5k),IT, Hyderabad ,"Promotions, Salary, Work Satisfaction","Promotions, Salary, Work Satisfaction"
1083,Cognizant,3.7,(62.8k),IT, Hyderabad ,"Promotions, Salary, Work Satisfaction","Promotions, Salary, Work Satisfaction"
1084,Capgemini,3.6,(54.9k),IT, Bengaluru ,"Work Life Balance, Job Security","Work Life Balance, Job Security"
1085,HDFC Bank,3.8,(54k),Banking, Mumbai ,Job Security,Job Security
1086,Infosys,3.5,(50k),IT, Bengaluru ,Job Security,Job Security
1087,HCLTech,3.4,(47.1k),IT, Chennai ,"Promotions, Salary, Work Satisfaction","Promotions, Salary, Work Satisfaction"
1088,ICICI Bank,3.9,(46.8k),Banking, Mumbai ,"Job Security, Promotions, Skill Development","Job Security, Promotions, Skill Development"
1089,Tech Mahindra,3.3,(44.4k),IT, Hyderabad ,"Promotions, Salary, Work Satisfaction","Promotions, Salary, Work Satisfaction"
1090,Genpact,3.6,(43.5k),Analytics, Hyderabad ,Job Security,Job Security
1091,TP,3.9,(39.8k),BPO, Mumbai ,"Work Life Balance, Job Security, Skill Development","Work Life Balance, Job Security, Skill Development"
1092,Axis Bank,3.6,(34.2k),Banking, Mumbai ,"Promotions, Work Satisfaction, Company Culture","Promotions, Work Satisfaction, Company Culture"
1093,Jio,4.4,(34.1k),Telecom, Mumbai ,"Job Security, Company Culture, Work Life Balance","Job Security, Company Culture, Work Life Balance"
1094,Concentrix Corporation,3.5,(33k),BPO, Bengaluru ,Job Security,Job Security
1095,Amazon,3.9,(32.5k),Internet, Bengaluru ,"Company Culture, Work Life Balance, Salary","Company Culture, Work Life Balance, Salary"
1096,Reliance Retail,3.9,(27.8k),Retail, Mumbai ,"Job Security, Skill Development, Work Life Balance","Job Security, Skill Development, Work Life Balance"
1097,iEnergizer,4.6,(27.6k),BPO, Noida ,"Company Culture, Work Life Balance, Work Satisfaction","Company Culture, Work Life Balance, Work Satisfaction"
1098,LTM Limited,3.6,(27.2k),IT, Bengaluru ,"Promotions, Salary, Work Satisfaction","Promotions, Salary, Work Satisfaction"
1099,HDB Financial Services,3.9,(26.3k),NBFC, Mumbai ,"Promotions, Salary","Promotions, Salary"
1100,TCS,3.3,(1.2L),IT, Bengaluru ,Job Security,Job Security
1101,Accenture,3.7,(75.4k),IT, Bengaluru ,"Promotions, Salary, Work Satisfaction","Promotions, Salary, Work Satisfaction"
1102,Wipro,3.6,(66.5k),IT, Hyderabad ,"Promotions, Salary, Work Satisfaction","Promotions, Salary, Work Satisfaction"
1103,Cognizant,3.7,(62.8k),IT, Hyderabad ,"Promotions, Salary, Work Satisfaction","Promotions, Salary, Work Satisfaction"
1104,Capgemini,3.6,(54.9k),IT, Bengaluru ,"Work Life Balance, Job Security","Work Life Balance, Job Security"
1105,HDFC Bank,3.8,(54k),Banking, Mumbai ,Job Security,Job Security
1106,Infosys,3.5,(50k),IT, Bengaluru ,Job Security,Job Security
1107,HCLTech,3.4,(47.1k),IT, Chennai ,"Promotions, Salary, Work Satisfaction","Promotions, Salary, Work Satisfaction"
1108,ICICI Bank,3.9,(46.8k),Banking, Mumbai ,"Job Security, Promotions, Skill Development","Job Security, Promotions, Skill Development"
1109,Tech Mahindra,3.3,(44.4k),IT, Hyderabad ,"Promotions, Salary, Work Satisfaction","Promotions, Salary, Work Satisfaction"
1110,Genpact,3.6,(43.5k),Analytics, Hyderabad ,Job Security,Job Security
1111,TP,3.9,(39.8k),BPO, Mumbai ,"Work Life Balance, Job Security, Skill Development","Work Life Balance, Job Security, Skill Development"
1112,Axis Bank,3.6,(34.2k),Banking, Mumbai ,"Promotions, Work Satisfaction, Company Culture","Promotions, Work Satisfaction, Company Culture"
1113,Jio,4.4,(34.1k),Telecom, Mumbai ,"Job Security, Company Culture, Work Life Balance","Job Security, Company Culture, Work Life Balance"
1114,Concentrix Corporation,3.5,(33k),BPO, Bengaluru ,Job Security,Job Security
1115,Amazon,3.9,(32.5k),Internet, Bengaluru ,"Company Culture, Work Life Balance, Salary","Company Culture, Work Life Balance, Salary"
1116,Reliance Retail,3.9,(27.8k),Retail, Mumbai ,"Job Security, Skill Development, Work Life Balance","Job Security, Skill Development, Work Life Balance"
1117,iEnergizer,4.6,(27.6k),BPO, Noida ,"Company Culture, Work Life Balance, Work Satisfaction","Company Culture, Work Life Balance, Work Satisfaction"
1118,LTM Limited,3.6,(27.2k),IT, Bengaluru ,"Promotions, Salary, Work Satisfaction","Promotions, Salary, Work Satisfaction"
1119,HDB Financial Services,3.9,(26.3k),NBFC, Mumbai ,"Promotions, Salary","Promotions, Salary"
1120,TCS,3.3,(1.2L),IT, Bengaluru ,Job Security,Job Security
1121,Accenture,3.7,(75.4k),IT, Bengaluru ,"Promotions, Salary, Work Satisfaction","Promotions, Salary, Work Satisfaction"
1122,Wipro,3.6,(66.5k),IT, Hyderabad ,"Promotions, Salary, Work Satisfaction","Promotions, Salary, Work Satisfaction"
1123,Cognizant,3.7,(62.8k),IT, Hyderabad ,"Promotions, Salary, Work Satisfaction","Promotions, Salary, Work Satisfaction"
1124,Capgemini,3.6,(54.9k),IT, Bengaluru ,"Work Life Balance, Job Security","Work Life Balance, Job Security"
1125,HDFC Bank,3.8,(54k),Banking, Mumbai ,Job Security,Job Security
1126,Infosys,3.5,(50k),IT, Bengaluru ,Job Security,Job Security
1127,HCLTech,3.4,(47.1k),IT, Chennai ,"Promotions, Salary, Work Satisfaction","Promotions, Salary, Work Satisfaction"
1128,ICICI Bank,3.9,(46.8k),Banking, Mumbai ,"Job Security, Promotions, Skill Development","Job Security, Promotions, Skill Development"
1129,Tech Mahindra,3.3,(44.4k),IT, Hyderabad ,"Promotions, Salary, Work Satisfaction","Promotions, Salary, Work Satisfaction"
1130,Genpact,3.6,(43.5k),Analytics, Hyderabad ,Job Security,Job Security
1131,TP,3.9,(39.8k),BPO, Mumbai ,"Work Life Balance, Job Security, Skill Development","Work Life Balance, Job Security, Skill Development"
1132,Axis Bank,3.6,(34.2k),Banking, Mumbai ,"Promotions, Work Satisfaction, Company Culture","Promotions, Work Satisfaction, Company Culture"
1133,Jio,4.4,(34.1k),Telecom, Mumbai ,"Job Security, Company Culture, Work Life Balance","Job Security, Company Culture, Work Life Balance"
1134,Concentrix Corporation,3.5,(33k),BPO, Bengaluru ,Job Security,Job Security
1135,Amazon,3.9,(32.5k),Internet, Bengaluru ,"Company Culture, Work Life Balance, Salary","Company Culture, Work Life Balance, Salary"
1136,Reliance Retail,3.9,(27.8k),Retail, Mumbai ,"Job Security, Skill Development, Work Life Balance","Job Security, Skill Development, Work Life Balance"
1137,iEnergizer,4.6,(27.6k),BPO, Noida ,"Company Culture, Work Life Balance, Work Satisfaction","Company Culture, Work Life Balance, Work Satisfaction"
1138,LTM Limited,3.6,(27.2k),IT, Bengaluru ,"Promotions, Salary, Work Satisfaction","Promotions, Salary, Work Satisfaction"
1139,HDB Financial Services,3.9,(26.3k),NBFC, Mumbai ,"Promotions, Salary","Promotions, Salary"
1140,TCS,3.3,(1.2L),IT, Bengaluru ,Job Security,Job Security
1141,Accenture,3.7,(75.4k),IT, Bengaluru ,"Promotions, Salary, Work Satisfaction","Promotions, Salary, Work Satisfaction"
1142,Wipro,3.6,(66.5k),IT, Hyderabad ,"Promotions, Salary, Work Satisfaction","Promotions, Salary, Work Satisfaction"
1143,Cognizant,3.7,(62.8k),IT, Hyderabad ,"Promotions, Salary, Work Satisfaction","Promotions, Salary, Work Satisfaction"
1144,Capgemini,3.6,(54.9k),IT, Bengaluru ,"Work Life Balance, Job Security","Work Life Balance, Job Security"
1145,HDFC Bank,3.8,(54k),Banking, Mumbai ,Job Security,Job Security
1146,Infosys,3.5,(50k),IT, Bengaluru ,Job Security,Job Security
1147,HCLTech,3.4,(47.1k),IT, Chennai ,"Promotions, Salary, Work Satisfaction","Promotions, Salary, Work Satisfaction"
1148,ICICI Bank,3.9,(46.8k),Banking, Mumbai ,"Job Security, Promotions, Skill Development","Job Security, Promotions, Skill Development"
1149,Tech Mahindra,3.3,(44.4k),IT, Hyderabad ,"Promotions, Salary, Work Satisfaction","Promotions, Salary, Work Satisfaction"
1150,Genpact,3.6,(43.5k),Analytics, Hyderabad ,Job Security,Job Security
1151,TP,3.9,(39.8k),BPO, Mumbai ,"Work Life Balance, Job Security, Skill Development","Work Life Balance, Job Security, Skill Development"
1152,Axis Bank,3.6,(34.2k),Banking, Mumbai ,"Promotions, Work Satisfaction, Company Culture","Promotions, Work Satisfaction, Company Culture"
1153,Jio,4.4,(34.1k),Telecom, Mumbai ,"Job Security, Company Culture, Work Life Balance","Job Security, Company Culture, Work Life Balance"
1154,Concentrix Corporation,3.5,(33k),BPO, Bengaluru ,Job Security,Job Security
1155,Amazon,3.9,(32.5k),Internet, Bengaluru ,"Company Culture, Work Life Balance, Salary","Company Culture, Work Life Balance, Salary"
1156,Reliance Retail,3.9,(27.8k),Retail, Mumbai ,"Job Security, Skill Development, Work Life Balance","Job Security, Skill Development, Work Life Balance"
1157,iEnergizer,4.6,(27.6k),BPO, Noida ,"Company Culture, Work Life Balance, Work Satisfaction","Company Culture, Work Life Balance, Work Satisfaction"
1158,LTM Limited,3.6,(27.2k),IT, Bengaluru ,"Promotions, Salary, Work Satisfaction","Promotions, Salary, Work Satisfaction"
1159,HDB Financial Services,3.9,(26.3k),NBFC, Mumbai ,"Promotions, Salary","Promotions, Salary"
1160,TCS,3.3,(1.2L),IT, Bengaluru ,Job Security,Job Security
1161,Accenture,3.7,(75.4k),IT, Bengaluru ,"Promotions, Salary, Work Satisfaction","Promotions, Salary, Work Satisfaction"
1162,Wipro,3.6,(66.5k),IT, Hyderabad ,"Promotions, Salary, Work Satisfaction","Promotions, Salary, Work Satisfaction"
1163,Cognizant,3.7,(62.8k),IT, Hyderabad ,"Promotions, Salary, Work Satisfaction","Promotions, Salary, Work Satisfaction"
1164,Capgemini,3.6,(54.9k),IT, Bengaluru ,"Work Life Balance, Job Security","Work Life Balance, Job Security"
1165,HDFC Bank,3.8,(54k),Banking, Mumbai ,Job Security,Job Security
1166,Infosys,3.5,(50k),IT, Bengaluru ,Job Security,Job Security
1167,HCLTech,3.4,(47.1k),IT, Chennai ,"Promotions, Salary, Work Satisfaction","Promotions, Salary, Work Satisfaction"
1168,ICICI Bank,3.9,(46.8k),Banking, Mumbai ,"Job Security, Promotions, Skill Development","Job Security, Promotions, Skill Development"
1169,Tech Mahindra,3.3,(44.4k),IT, Hyderabad ,"Promotions, Salary, Work Satisfaction","Promotions, Salary, Work Satisfaction"
1170,Genpact,3.6,(43.5k),Analytics, Hyderabad ,Job Security,Job Security
1171,TP,3.9,(39.8k),BPO, Mumbai ,"Work Life Balance, Job Security, Skill Development","Work Life Balance, Job Security, Skill Development"
1172,Axis Bank,3.6,(34.2k),Banking, Mumbai ,"Promotions, Work Satisfaction, Company Culture","Promotions, Work Satisfaction, Company Culture"
1173,Jio,4.4,(34.1k),Telecom, Mumbai ,"Job Security, Company Culture, Work Life Balance","Job Security, Company Culture, Work Life Balance"
1174,Concentrix Corporation,3.5,(33k),BPO, Bengaluru ,Job Security,Job Security
1175,Amazon,3.9,(32.5k),Internet, Bengaluru ,"Company Culture, Work Life Balance, Salary","Company Culture, Work Life Balance, Salary"
1176,Reliance Retail,3.9,(27.8k),Retail, Mumbai ,"Job Security, Skill Development, Work Life Balance","Job Security, Skill Development, Work Life Balance"
1177,iEnergizer,4.6,(27.6k),BPO, Noida ,"Company Culture, Work Life Balance, Work Satisfaction","Company Culture, Work Life Balance, Work Satisfaction"
1178,LTM Limited,3.6,(27.2k),IT, Bengaluru ,"Promotions, Salary, Work Satisfaction","Promotions, Salary, Work Satisfaction"
1179,HDB Financial Services,3.9,(26.3k),NBFC, Mumbai ,"Promotions, Salary","Promotions, Salary"
1180,TCS,3.3,(1.2L),IT, Bengaluru ,Job Security,Job Security
1181,Accenture,3.7,(75.4k),IT, Bengaluru ,"Promotions, Salary, Work Satisfaction","Promotions, Salary, Work Satisfaction"
1182,Wipro,3.6,(66.5k),IT, Hyderabad ,"Promotions, Salary, Work Satisfaction","Promotions, Salary, Work Satisfaction"
1183,Cognizant,3.7,(62.8k),IT, Hyderabad ,"Promotions, Salary, Work Satisfaction","Promotions, Salary, Work Satisfaction"
1184,Capgemini,3.6,(54.9k),IT, Bengaluru ,"Work Life Balance, Job Security","Work Life Balance, Job Security"
1185,HDFC Bank,3.8,(54k),Banking, Mumbai ,Job Security,Job Security
1186,Infosys,3.5,(50k),IT, Bengaluru ,Job Security,Job Security
1187,HCLTech,3.4,(47.1k),IT, Chennai ,"Promotions, Salary, Work Satisfaction","Promotions, Salary, Work Satisfaction"
1188,ICICI Bank,3.9,(46.8k),Banking, Mumbai ,"Job Security, Promotions, Skill Development","Job Security, Promotions, Skill Development"
1189,Tech Mahindra,3.3,(44.4k),IT, Hyderabad ,"Promotions, Salary, Work Satisfaction","Promotions, Salary, Work Satisfaction"
1190,Genpact,3.6,(43.5k),Analytics, Hyderabad ,Job Security,Job Security
1191,TP,3.9,(39.8k),BPO, Mumbai ,"Work Life Balance, Job Security, Skill Development","Work Life Balance, Job Security, Skill Development"
1192,Axis Bank,3.6,(34.2k),Banking, Mumbai ,"Promotions, Work Satisfaction, Company Culture","Promotions, Work Satisfaction, Company Culture"
1193,Jio,4.4,(34.1k),Telecom, Mumbai ,"Job Security, Company Culture, Work Life Balance","Job Security, Company Culture, Work Life Balance"
1194,Concentrix Corporation,3.5,(33k),BPO, Bengaluru ,Job Security,Job Security
1195,Amazon,3.9,(32.5k),Internet, Bengaluru ,"Company Culture, Work Life Balance, Salary","Company Culture, Work Life Balance, Salary"
1196,Reliance Retail,3.9,(27.8k),Retail, Mumbai ,"Job Security, Skill Development, Work Life Balance","Job Security, Skill Development, Work Life Balance"
1197,iEnergizer,4.6,(27.6k),BPO, Noida ,"Company Culture, Work Life Balance, Work Satisfaction","Company Culture, Work Life Balance, Work Satisfaction"
1198,LTM Limited,3.6,(27.2k),IT, Bengaluru ,"Promotions, Salary, Work Satisfaction","Promotions, Salary, Work Satisfaction"
1199,HDB Financial Services,3.9,(26.3k),NBFC, Mumbai ,"Promotions, Salary","Promotions, Salary"
1200,TCS,3.3,(1.2L),IT, Bengaluru ,Job Security,Job Security
1201,Accenture,3.7,(75.4k),IT, Bengaluru ,"Promotions, Salary, Work Satisfaction","Promotions, Salary, Work Satisfaction"
1202,Wipro,3.6,(66.5k),IT, Hyderabad ,"Promotions, Salary, Work Satisfaction","Promotions, Salary, Work Satisfaction"
1203,Cognizant,3.7,(62.8k),IT, Hyderabad ,"Promotions, Salary, Work Satisfaction","Promotions, Salary, Work Satisfaction"
1204,Capgemini,3.6,(54.9k),IT, Bengaluru ,"Work Life Balance, Job Security","Work Life Balance, Job Security"
1205,HDFC Bank,3.8,(54k),Banking, Mumbai ,Job Security,Job Security
1206,Infosys,3.5,(50k),IT, Bengaluru ,Job Security,Job Security
